Country Code,Year,Size,Value,Unit,Main Activity Sector Name,Main Activity Code,Country,ETS information,Active Installation,Entities
ES,,All sizes,6037151.0,units,28 Production or processing of non-ferrous metals,28,Spain,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,
ES,,All sizes,6070090.0,units,28 Production or processing of non-ferrous metals,28,Spain,1. Total allocated allowances (EUA or EUAA),all entities,
ES,,All sizes,7050656.0,tonne of CO2 equ.,28 Production or processing of non-ferrous metals,28,Spain,2. Verified emissions,all entities,
ES,,All sizes,52704057.0,tonne of CO2 equ.,24  Production of pig iron or steel,24,Spain,2.1 EU-ETS Verified Emission,all entities,
ES,,All sizes,67937625.0,units,24  Production of pig iron or steel,24,Spain,1.1 Freely allocated allowances,all entities,
ES,,All sizes,116560.0,tonne of CO2 equ.,22  Production of coke,22,Spain,2. Verified emissions,all entities,
ES,,All sizes,116560.0,tonne of CO2 equ.,22  Production of coke,22,Spain,2.1 EU-ETS Verified Emission,all entities,
ES,,All sizes,212237.0,units,22  Production of coke,22,Spain,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,
ES,,All sizes,2165168.0,units,28 Production or processing of non-ferrous metals,28,Spain,4.1 Surrendered EU allowances (EUAs and EUAAs),all entities,
ES,,All sizes,2735386.0,units,28 Production or processing of non-ferrous metals,28,Spain,1. Total allocated allowances (EUA or EUAA),all entities,
ES,,All sizes,18852133.0,units,24  Production of pig iron or steel,24,Spain,4.1 Surrendered EU allowances (EUAs and EUAAs),all entities,
EU27,2011.0,All sizes,830951.0,units,28 Production or processing of non-ferrous metals,28,EU27,1.1 Freely allocated allowances,all entities,18.0
EU27,2011.0,All sizes,7294366.0,units,22  Production of coke,22,EU27,1.1 Freely allocated allowances,all entities,24.0
EU27,2011.0,All sizes,8353024.0,units,25 Production or processing of ferrous metals,25,EU27,1. Total allocated allowances (EUA or EUAA),all entities,92.0
EU27,2012.0,All sizes,626475.0,units,23 Metal ore roasting or sintering,23,EU27,4.3 Surrendered emission reduction units (ERUs),all entities,9.0
EU27,2011.0,All sizes,667056.0,units,25 Production or processing of ferrous metals,25,EU27,4.2 Surrendered certified emission reductions (CERs),all entities,92.0
EU27,2011.0,All sizes,4949143.0,units,25 Production or processing of ferrous metals,25,EU27,4. Total surrendered units,all entities,92.0
EU27,2011.0,All sizes,119293145.0,tonne of CO2 equ.,24  Production of pig iron or steel,24,EU27,2. Verified emissions,all entities,226.0
EU27,2011.0,All sizes,197091161.0,units,24  Production of pig iron or steel,24,EU27,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,226.0
EU27,2012.0,All sizes,185171.0,units,28 Production or processing of non-ferrous metals,28,EU27,4.2 Surrendered certified emission reductions (CERs),all entities,18.0
EU27,2012.0,All sizes,566443.0,tonne of CO2 equ.,28 Production or processing of non-ferrous metals,28,EU27,2. Verified emissions,all entities,18.0
EU27,2012.0,All sizes,571574.0,units,28 Production or processing of non-ferrous metals,28,EU27,4. Total surrendered units,all entities,18.0
EU27,2012.0,All sizes,1912038.0,units,23 Metal ore roasting or sintering,23,EU27,4.1 Surrendered EU allowances (EUAs and EUAAs),all entities,9.0
EU27,2012.0,All sizes,2899074.0,tonne of CO2 equ.,23 Metal ore roasting or sintering,23,EU27,2. Verified emissions,all entities,9.0
AT,,All sizes,45125371.0,units,24  Production of pig iron or steel,24,Austria,1. Total allocated allowances (EUA or EUAA),all entities,
AT,,All sizes,45125371.0,units,24  Production of pig iron or steel,24,Austria,1.1 Freely allocated allowances,all entities,
AT,,All sizes,47234068.0,units,24  Production of pig iron or steel,24,Austria,4. Total surrendered units,all entities,
BE,2005.0,All sizes,129880.0,tonne of CO2 equ.,22  Production of coke,22,Belgium,2. Verified emissions,all entities,1.0
BE,2005.0,All sizes,135714.0,units,22  Production of coke,22,Belgium,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,1.0
BE,2005.0,All sizes,184196.0,tonne of CO2 equ.,28 Production or processing of non-ferrous metals,28,Belgium,2. Verified emissions,all entities,4.0
BE,2005.0,All sizes,490566.0,tonne of CO2 equ.,25 Production or processing of ferrous metals,25,Belgium,2.1 EU-ETS Verified Emission,all entities,15.0
BE,2005.0,All sizes,9060399.0,tonne of CO2 equ.,24  Production of pig iron or steel,24,Belgium,2. Verified emissions,all entities,18.0
BE,2006.0,All sizes,129006.0,tonne of CO2 equ.,22  Production of coke,22,Belgium,2. Verified emissions,all entities,1.0
BE,2006.0,All sizes,135714.0,units,22  Production of coke,22,Belgium,1. Total allocated allowances (EUA or EUAA),all entities,1.0
BE,2006.0,All sizes,135714.0,units,22  Production of coke,22,Belgium,1.1 Freely allocated allowances,all entities,1.0
BE,2006.0,All sizes,9347962.0,tonne of CO2 equ.,24  Production of pig iron or steel,24,Belgium,2. Verified emissions,all entities,18.0
BE,2006.0,All sizes,14363123.0,units,24  Production of pig iron or steel,24,Belgium,1. Total allocated allowances (EUA or EUAA),all entities,18.0
BE,2007.0,All sizes,8337441.0,tonne of CO2 equ.,24  Production of pig iron or steel,24,Belgium,2. Verified emissions,all entities,18.0
BE,2007.0,All sizes,14363123.0,units,24  Production of pig iron or steel,24,Belgium,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,18.0
BE,2008.0,All sizes,2828.0,tonne of CO2 equ.,22  Production of coke,22,Belgium,2.1 EU-ETS Verified Emission,all entities,1.0
BE,2008.0,All sizes,340052.0,tonne of CO2 equ.,28 Production or processing of non-ferrous metals,28,Belgium,2.1 EU-ETS Verified Emission,all entities,6.0
BE,2008.0,All sizes,472439.0,units,25 Production or processing of ferrous metals,25,Belgium,4. Total surrendered units,all entities,14.0
BE,2008.0,All sizes,8658756.0,tonne of CO2 equ.,24  Production of pig iron or steel,24,Belgium,2.1 EU-ETS Verified Emission,all entities,18.0
BE,2008.0,All sizes,13801605.0,units,24  Production of pig iron or steel,24,Belgium,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,18.0
EU27,2005.0,All sizes,5936225.0,units,23 Metal ore roasting or sintering,23,EU27,4. Total surrendered units,all entities,8.0
EU27,2005.0,All sizes,13682446.0,units,23 Metal ore roasting or sintering,23,EU27,1.1 Freely allocated allowances,all entities,8.0
EU27,2006.0,All sizes,3910577.0,tonne of CO2 equ.,25 Production or processing of ferrous metals,25,EU27,2. Verified emissions,all entities,62.0
EU27,2006.0,All sizes,6927757.0,units,23 Metal ore roasting or sintering,23,EU27,4. Total surrendered units,all entities,8.0
EU27,2006.0,All sizes,7191015.0,units,25 Production or processing of ferrous metals,25,EU27,1. Total allocated allowances (EUA or EUAA),all entities,62.0
EU27,2006.0,All sizes,13754251.0,units,23 Metal ore roasting or sintering,23,EU27,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,8.0
EU27,2006.0,All sizes,152677541.0,units,24  Production of pig iron or steel,24,EU27,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,204.0
EU27,2007.0,All sizes,7872640.0,units,25 Production or processing of ferrous metals,25,EU27,1.1 Freely allocated allowances,all entities,74.0
BE,2009.0,All sizes,307748.0,tonne of CO2 equ.,28 Production or processing of non-ferrous metals,28,Belgium,2. Verified emissions,all entities,6.0
BE,2009.0,All sizes,446165.0,units,28 Production or processing of non-ferrous metals,28,Belgium,1.1 Freely allocated allowances,all entities,6.0
BE,2010.0,All sizes,25346.0,units,24  Production of pig iron or steel,24,Belgium,4.2 Surrendered certified emission reductions (CERs),all entities,18.0
BE,2010.0,All sizes,12187770.0,units,24  Production of pig iron or steel,24,Belgium,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,18.0
BE,2011.0,All sizes,307943.0,tonne of CO2 equ.,28 Production or processing of non-ferrous metals,28,Belgium,2. Verified emissions,all entities,6.0
BE,2011.0,All sizes,446164.0,units,28 Production or processing of non-ferrous metals,28,Belgium,1.1 Freely allocated allowances,all entities,6.0
BE,2011.0,All sizes,5627395.0,tonne of CO2 equ.,24  Production of pig iron or steel,24,Belgium,2. Verified emissions,all entities,18.0
EU27,2006.0,All sizes,131778423.0,tonne of CO2 equ.,24  Production of pig iron or steel,24,EU27,2.1 EU-ETS Verified Emission,all entities,204.0
EU27,2006.0,All sizes,152677541.0,units,24  Production of pig iron or steel,24,EU27,1. Total allocated allowances (EUA or EUAA),all entities,204.0
EU27,2006.0,All sizes,152677541.0,units,24  Production of pig iron or steel,24,EU27,1.1 Freely allocated allowances,all entities,204.0
EU27,2006.0,All sizes,177773622.0,units,24  Production of pig iron or steel,24,EU27,4. Total surrendered units,all entities,204.0
EU27,2007.0,All sizes,498176.0,tonne of CO2 equ.,28 Production or processing of non-ferrous metals,28,EU27,2. Verified emissions,all entities,19.0
EU27,2007.0,All sizes,498176.0,tonne of CO2 equ.,28 Production or processing of non-ferrous metals,28,EU27,2.1 EU-ETS Verified Emission,all entities,19.0
EU27,2007.0,All sizes,4502977.0,units,25 Production or processing of ferrous metals,25,EU27,4. Total surrendered units,all entities,74.0
EU27,2007.0,All sizes,141546352.0,tonne of CO2 equ.,24  Production of pig iron or steel,24,EU27,2. Verified emissions,all entities,224.0
EU27,2007.0,All sizes,163967911.0,units,24  Production of pig iron or steel,24,EU27,1. Total allocated allowances (EUA or EUAA),all entities,224.0
EU27,2008.0,All sizes,2480.0,units,28 Production or processing of non-ferrous metals,28,EU27,4.2 Surrendered certified emission reductions (CERs),all entities,18.0
ES,2005.0,All sizes,73164.0,tonne of CO2 equ.,25 Production or processing of ferrous metals,25,Spain,2. Verified emissions,all entities,4.0
ES,2005.0,All sizes,86685.0,units,25 Production or processing of ferrous metals,25,Spain,1.1 Freely allocated allowances,all entities,4.0
ES,2005.0,All sizes,104580.0,units,22  Production of coke,22,Spain,1.1 Freely allocated allowances,all entities,3.0
ES,2005.0,All sizes,11038735.0,units,24  Production of pig iron or steel,24,Spain,1. Total allocated allowances (EUA or EUAA),all entities,23.0
ES,2006.0,All sizes,104580.0,units,22  Production of coke,22,Spain,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,3.0
ES,2006.0,All sizes,230613.0,units,28 Production or processing of non-ferrous metals,28,Spain,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,3.0
ES,2006.0,All sizes,7988806.0,units,24  Production of pig iron or steel,24,Spain,4. Total surrendered units,all entities,23.0
ES,2006.0,All sizes,11038735.0,units,24  Production of pig iron or steel,24,Spain,1.1 Freely allocated allowances,all entities,23.0
ES,2007.0,All sizes,117731.0,tonne of CO2 equ.,25 Production or processing of ferrous metals,25,Spain,2. Verified emissions,all entities,4.0
ES,2007.0,All sizes,128311.0,units,25 Production or processing of ferrous metals,25,Spain,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,4.0
ES,,All sizes,23759234.0,tonne of CO2 equ.,24  Production of pig iron or steel,24,Spain,2. Verified emissions,all entities,
ES,,All sizes,33940547.0,units,24  Production of pig iron or steel,24,Spain,1. Total allocated allowances (EUA or EUAA),all entities,
EU27,2005.0,All sizes,461761.0,units,28 Production or processing of non-ferrous metals,28,EU27,1. Total allocated allowances (EUA or EUAA),all entities,12.0
EU27,2005.0,All sizes,4708989.0,tonne of CO2 equ.,25 Production or processing of ferrous metals,25,EU27,2. Verified emissions,all entities,62.0
EU27,2005.0,All sizes,5936225.0,tonne of CO2 equ.,23 Metal ore roasting or sintering,23,EU27,2. Verified emissions,all entities,8.0
EU27,2005.0,All sizes,7168426.0,units,25 Production or processing of ferrous metals,25,EU27,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,62.0
EU27,2005.0,All sizes,7298300.0,tonne of CO2 equ.,22  Production of coke,22,EU27,2. Verified emissions,all entities,23.0
ES,,All sizes,212237.0,units,22  Production of coke,22,Spain,1. Total allocated allowances (EUA or EUAA),all entities,
ES,,All sizes,212237.0,units,22  Production of coke,22,Spain,1.1 Freely allocated allowances,all entities,
ES,,All sizes,1457488.0,units,25 Production or processing of ferrous metals,25,Spain,4.1 Surrendered EU allowances (EUAs and EUAAs),all entities,
ES,,All sizes,2735386.0,units,28 Production or processing of non-ferrous metals,28,Spain,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,
EU27,2005.0,All sizes,461761.0,units,28 Production or processing of non-ferrous metals,28,EU27,1.1 Freely allocated allowances,all entities,12.0
EU27,2005.0,All sizes,9773913.0,units,22  Production of coke,22,EU27,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,23.0
EU27,2005.0,All sizes,13682446.0,units,23 Metal ore roasting or sintering,23,EU27,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,8.0
BE,2012.0,All sizes,301186.0,units,28 Production or processing of non-ferrous metals,28,Belgium,4. Total surrendered units,all entities,6.0
BE,2012.0,All sizes,446740.0,units,28 Production or processing of non-ferrous metals,28,Belgium,1. Total allocated allowances (EUA or EUAA),all entities,6.0
BE,2012.0,All sizes,4525390.0,tonne of CO2 equ.,24  Production of pig iron or steel,24,Belgium,2. Verified emissions,all entities,18.0
BE,2013.0,All sizes,345800.0,units,25 Production or processing of ferrous metals,25,Belgium,4. Total surrendered units,all entities,12.0
BE,2013.0,All sizes,427249.0,tonne of CO2 equ.,28 Production or processing of non-ferrous metals,28,Belgium,2. Verified emissions,all entities,8.0
BE,2013.0,All sizes,480411.0,units,25 Production or processing of ferrous metals,25,Belgium,1. Total allocated allowances (EUA or EUAA),all entities,12.0
BE,2013.0,All sizes,480411.0,units,25 Production or processing of ferrous metals,25,Belgium,1.1 Freely allocated allowances,all entities,12.0
BE,2013.0,All sizes,4692235.0,tonne of CO2 equ.,24  Production of pig iron or steel,24,Belgium,2. Verified emissions,all entities,11.0
EU27,2012.0,All sizes,113649798.0,tonne of CO2 equ.,24  Production of pig iron or steel,24,EU27,2. Verified emissions,all entities,226.0
EU27,2013.0,All sizes,4488494.0,units,22  Production of coke,22,EU27,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,17.0
EU27,2013.0,All sizes,5887787.0,units,28 Production or processing of non-ferrous metals,28,EU27,4.1 Surrendered EU allowances (EUAs and EUAAs),all entities,79.0
EU27,2013.0,All sizes,157435708.0,units,24  Production of pig iron or steel,24,EU27,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,225.0
ES,2007.0,All sizes,11038735.0,units,24  Production of pig iron or steel,24,Spain,1.1 Freely allocated allowances,all entities,24.0
ES,2008.0,All sizes,219516.0,units,28 Production or processing of non-ferrous metals,28,Spain,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,3.0
ES,2008.0,All sizes,7554996.0,units,24  Production of pig iron or steel,24,Spain,4. Total surrendered units,all entities,24.0
ES,2009.0,All sizes,13885.0,units,28 Production or processing of non-ferrous metals,28,Spain,4.2 Surrendered certified emission reductions (CERs),all entities,3.0
ES,2009.0,All sizes,45437.0,tonne of CO2 equ.,22  Production of coke,22,Spain,2. Verified emissions,all entities,3.0
ES,2009.0,All sizes,75924.0,tonne of CO2 equ.,25 Production or processing of ferrous metals,25,Spain,2.1 EU-ETS Verified Emission,all entities,4.0
ES,2009.0,All sizes,90825.0,units,22  Production of coke,22,Spain,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,3.0
ES,2009.0,All sizes,169175.0,units,23 Metal ore roasting or sintering,23,Spain,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,1.0
